timestamp,solar.radiation,precipitation,lightning acvitivy,lightning distance,wind.dir,wind.speed,gust.speed,air.temperature,relative.humid,atmospheric.pressure,soil.moisture,soil.temp
6/18/2018 6:30,33,0,0,0,65,0.39,1.8,19.9,0.89,96.03,0.111,16.9
6/18/2018 7:00,72,0,0,0,79,0.41,2.74,20.6,0.88,96.02,0.111,17.4
6/18/2018 7:30,83,0,0,0,70,0.41,1.62,21.3,0.87,96.03,0.112,17.9
6/18/2018 8:00,107,0,0,0,67,0.46,1.9,21.6,0.87,96.01,0.112,18.3
6/18/2018 8:30,133,0,0,0,79,0.48,2.4,22.1,0.86,96.01,0.112,18.7
6/18/2018 9:00,133,0,0,0,53,0.66,2.58,23.4,0.82,95.99,0.112,18.9
6/18/2018 9:30,269,0,0,0,72,0.57,2.82,24.8,0.8,95.95,0.112,19.4
6/18/2018 10:00,590,0,0,0,80,0.54,1.77,26.8,0.77,95.89,0.112,20.5
6/18/2018 10:30,648,0,0,0,60,0.57,2.8,28.5,0.7,95.88,0.112,21.5
6/18/2018 11:00,646,0,0,0,71,0.6,1.64,29.3,0.67,95.87,0.112,22.1
6/18/2018 11:30,718,0,0,0,53,0.59,3.15,30.2,0.65,95.88,0.111,22.8
6/18/2018 12:00,751,0,0,0,60,0.6,2.93,30.8,0.62,95.86,0.11,23.5
6/18/2018 12:30,670,0,0,0,55,0.66,3.15,31.1,0.61,95.82,0.11,24
6/18/2018 13:00,488,0,0,0,65,0.61,2.7,30.4,0.61,95.79,0.109,24
6/18/2018 13:30,453,0,0,0,67,0.58,2.65,29.9,0.62,95.77,0.109,23.9
6/18/2018 14:00,536,0,0,0,63,0.49,2.22,29.7,0.65,95.72,0.108,24.1
6/18/2018 14:30,539,0,0,0,62,0.57,2.94,30.3,0.63,95.68,0.108,24.4
6/18/2018 15:00,367,0,0,0,39,0.66,3.38,29.3,0.62,95.64,0.107,24.1
6/18/2018 15:30,379,0,0,0,68,0.45,1.48,28.9,0.67,95.62,0.107,23.8
6/18/2018 16:00,243,0,0,0,56,0.35,1.5,28.6,0.66,95.6,0.107,23.9
6/18/2018 16:30,122,0,0,0,64,0.26,1.3,27.6,0.67,95.58,0.106,22.8
6/18/2018 17:00,60,2.413,20,12,92,0.29,1.5,24.4,0.82,95.65,0.12,21.7
6/18/2018 17:30,110,1.277,1,10,81,0.35,2.42,22.9,0.9,95.63,0.15,21.2
6/18/2018 18:00,166,0.051,0,0,58,0.35,1.07,22.7,0.94,95.54,0.175,21.3
6/18/2018 18:30,89,0,0,0,67,0.47,1.5,23.4,0.93,95.5,0.176,21.3
6/18/2018 19:00,92,0,0,0,51,0.39,1.47,23.1,0.93,95.45,0.175,20.9
6/18/2018 19:30,35,0,0,0,53,0.32,1.01,23,0.93,95.45,0.174,20.6
6/18/2018 20:00,32,0,0,0,56,0.38,1.23,22.8,0.93,95.48,0.172,20.3
6/18/2018 20:30,5,0,0,0,67,0.34,1.14,22.7,0.94,95.47,0.171,20.1
6/18/2018 21:00,2,0.034,0,0,85,0.41,1.44,22.6,0.94,95.45,0.17,19.9
6/18/2018 21:30,0,0.017,0,0,84,0.45,2.33,22.3,0.94,95.43,0.168,19.8
6/18/2018 22:00,0,0,0,0,116,0.33,1.29,21.8,0.94,95.44,0.167,19.6
6/18/2018 22:30,0,0,0,0,105,0.32,1.59,21.5,0.94,95.45,0.166,19.4
6/18/2018 23:00,0,0,0,0,101,0.32,1.11,21.4,0.95,95.44,0.165,19.2
6/18/2018 23:30,0,0,0,0,100,0.34,1.28,21.3,0.95,95.42,0.164,19
6/19/2018 0:00,0,1.26,0,0,78,0.42,1.36,21.3,0.96,95.41,0.169,19.2
6/19/2018 0:30,0,0.187,0,0,72,0.47,2.97,21.1,0.97,95.43,0.176,19.3
6/19/2018 1:00,0,0.323,0,0,63,0.46,1.36,20.7,0.98,95.46,0.177,19.2
6/19/2018 1:30,0,0,0,0,66,0.39,0.75,20.2,0.97,95.49,0.181,19
6/19/2018 2:00,0,0,0,0,75,0.35,0.72,20,0.97,95.49,0.183,18.8
6/19/2018 2:30,0,0.204,0,0,71,0.4,1.1,19.8,0.97,95.48,0.183,18.7
6/19/2018 3:00,0,0,0,0,67,0.39,1.06,19.5,0.98,95.48,0.184,18.6
6/19/2018 3:30,0,0.102,0,0,67,0.45,1.38,19,0.98,95.51,0.183,18.4
6/19/2018 4:00,0,0,0,0,71,0.34,1.65,18.4,0.98,95.53,0.184,18.2
6/19/2018 4:30,0,0,0,0,72,0.3,0.98,17.7,0.98,95.57,0.184,17.9
6/19/2018 5:00,0,0,0,0,69,0.29,0.77,17,0.97,95.59,0.184,17.6
6/19/2018 5:30,1,0,0,0,68,0.29,0.93,16.4,0.97,95.66,0.184,17.1
6/19/2018 6:00,7,0.017,0,0,53,0.31,1.04,15.7,0.98,95.71,0.183,16.8
6/19/2018 6:30,13,0,0,0,73,0.25,0.79,14.9,0.97,95.77,0.183,16
6/19/2018 7:00,54,0,0,0,81,0.22,1.16,14.4,0.97,95.8,0.183,15.7
6/19/2018 7:30,62,0,0,0,67,0.3,0.79,14.6,0.99,95.84,0.183,16.1
6/19/2018 8:00,64,0,0,0,53,0.41,0.88,14.8,0.98,95.84,0.183,16.1
6/19/2018 8:30,116,0,0,0,58,0.43,1.25,15.1,0.99,95.86,0.183,16.4
6/19/2018 9:00,221,0,0,0,75,0.4,1.64,16,0.99,95.88,0.184,17.1
6/19/2018 9:30,236,0,0,0,68,0.27,0.86,16.3,0.99,95.89,0.185,17.6
6/19/2018 10:00,565,0.034,0,0,76,0.36,1.11,17.4,0.95,95.88,0.186,17.8
6/19/2018 10:30,715,0,0,0,67,0.33,0.98,19.2,0.86,95.9,0.186,18.2
6/19/2018 11:00,735,0.017,0,0,68,0.35,1,20.2,0.78,95.89,0.185,18.7
6/19/2018 11:30,846,0,0,0,343,0.38,1.2,21,0.73,95.89,0.182,19
6/19/2018 12:00,815,0,0,0,341,0.35,1.46,21.4,0.71,95.88,0.179,19.4
6/19/2018 12:30,922,0,0,0,346,0.42,2.27,22,0.67,95.87,0.175,19.7
6/19/2018 13:00,907,0,0,0,328,0.41,1.33,22.5,0.65,95.86,0.172,20.2
6/19/2018 13:30,949,0,0,0,339,0.42,2.12,22.5,0.63,95.86,0.17,20.4
6/19/2018 14:00,983,0,0,0,94,0.48,1.66,22.4,0.6,95.86,0.169,20.3
6/19/2018 14:30,961,0,0,0,343,0.41,1.6,22.7,0.59,95.86,0.166,20.3
6/19/2018 15:00,876,0,0,0,274,0.5,1.96,22.5,0.59,95.85,0.163,20.3
6/19/2018 15:30,873,0,0,0,183,0.47,2.03,22.7,0.57,95.86,0.159,20.4
6/19/2018 16:00,770,0,0,0,301,0.47,2.27,22.9,0.57,95.86,0.157,20.6
6/19/2018 16:30,555,0,0,0,311,0.33,1.11,22.3,0.57,95.86,0.155,20.3
6/19/2018 17:00,627,0,0,0,348,0.28,0.79,23.2,0.55,95.85,0.152,20.3
6/19/2018 17:30,576,0,0,0,359,0.27,0.9,22.9,0.53,95.86,0.152,20.1
6/19/2018 18:00,289,0,0,0,343,0.2,0.77,22.8,0.53,95.85,0.149,18.5
6/19/2018 18:30,66,0,0,0,321,0.23,0.98,20.6,0.57,95.87,0.149,17.2
6/19/2018 19:00,94,0,0,0,327,0.2,0.71,19.1,0.64,95.86,0.148,17.2
6/19/2018 19:30,56,0,0,0,314,0.18,0.62,18.1,0.68,95.86,0.148,17
6/19/2018 20:00,42,0,0,0,306,0.14,0.44,16.9,0.71,95.9,0.147,16.4
6/19/2018 20:30,17,0,0,0,254,0.13,0.28,15.9,0.75,95.92,0.147,15.8
6/19/2018 21:00,2,0,0,0,274,0.12,0.29,14.7,0.78,95.91,0.147,14.9
6/19/2018 21:30,0,0,0,0,335,0.11,0.42,14,0.81,95.92,0.147,14.3
6/19/2018 22:00,0,0,0,0,289,0.1,0.24,13.6,0.82,95.94,0.147,14
6/19/2018 22:30,0,0,0,0,317,0.14,0.31,13.3,0.83,95.95,0.146,13.9
6/19/2018 23:00,0,0,0,0,300,0.13,0.37,13.3,0.82,95.95,0.146,13.9
6/19/2018 23:30,0,0,0,0,315,0.13,0.39,13.2,0.82,95.95,0.146,13.8
6/20/2018 0:00,0,0,0,0,342,0.17,0.58,12.9,0.84,95.93,0.145,13.7
6/20/2018 0:30,0,0,0,0,315,0.21,0.38,12.6,0.85,95.95,0.145,13.6
6/20/2018 1:00,0,0,0,0,302,0.14,0.33,12.5,0.87,95.94,0.145,13.6
6/20/2018 1:30,0,0,0,0,287,0.14,0.31,12.5,0.87,95.92,0.146,13.5
6/20/2018 2:00,0,0,0,0,300,0.2,0.41,11.8,0.89,95.9,0.147,13
6/20/2018 2:30,0,0,0,0,303,0.25,0.44,11.3,0.87,95.89,0.145,12.5
6/20/2018 3:00,0,0,0,0,314,0.22,0.39,10.9,0.87,95.86,0.145,12.1
6/20/2018 3:30,0,0,0,0,291,0.22,0.39,10.6,0.88,95.84,0.145,11.9
6/20/2018 4:00,0,0,0,0,303,0.22,0.42,10.3,0.89,95.84,0.146,11.7
6/20/2018 4:30,0,0,0,0,321,0.29,0.45,9.7,0.9,95.84,0.146,11.4
6/20/2018 5:00,0,0,0,0,320,0.37,0.58,9.3,0.91,95.82,0.145,11.2
6/20/2018 5:30,1,0,0,0,318,0.38,0.53,9.4,0.9,95.84,0.145,11.2
6/20/2018 6:00,7,0,0,0,317,0.34,0.48,9.4,0.9,95.87,0.146,11.2
6/20/2018 6:30,16,0,0,0,314,0.24,0.49,10,0.87,95.89,0.146,11.4
6/20/2018 7:00,37,0,0,0,326,0.3,0.5,10.8,0.88,95.88,0.145,11.7
6/20/2018 7:30,107,0,0,0,26,0.28,0.72,12.1,0.89,95.89,0.145,12.6
6/20/2018 8:00,141,0,0,0,130,0.19,0.4,13.5,0.93,95.9,0.146,14
6/20/2018 8:30,173,0,0,0,55,0.2,0.54,14.7,0.9,95.91,0.147,14.8
6/20/2018 9:00,218,0,0,0,76,0.19,0.51,15.5,0.89,95.87,0.146,15.4
6/20/2018 9:30,270,0,0,0,65,0.25,0.92,16.4,0.84,95.84,0.147,15.9
6/20/2018 10:00,286,0,0,0,28,0.24,0.62,16.8,0.8,95.81,0.146,16.2
6/20/2018 10:30,461,0,0,0,86,0.32,1.35,17.6,0.76,95.8,0.145,16.6
6/20/2018 11:00,684,0,0,0,130,0.46,1.72,19.4,0.69,95.75,0.144194048,17.37
6/20/2018 11:30,627,0,0,0,47,0.38,1.37,20.7,0.64,95.74,0.142481661,18.03
6/20/2018 12:00,422,0,0,0,48,0.36,1.17,20.5,0.62,95.72,0.142267208,18.16
6/20/2018 12:30,312,0,0,0,12,0.29,1.25,20,0.67,95.72,0.142052665,17.78
6/20/2018 13:00,323,0,0,0,135,0.28,1.49,19.4,0.69,95.69,0.140978598,17.77
6/20/2018 13:30,190,0,0,0,88,0.25,1.11,19.2,0.73,95.7,0.139471118,17.51
6/20/2018 14:00,265,0,0,0,114,0.25,0.78,18.2,0.77,95.66,0.138607714,17.48
6/20/2018 14:30,335,0,0,0,57,0.26,0.72,18.4,0.77,95.65,0.138175469,17.78
6/20/2018 15:00,333,0,0,0,44,0.22,0.64,19.2,0.75,95.64,0.137742863,18.05
6/20/2018 15:30,367,0,0,0,38,0.26,0.87,19.8,0.74,95.63,0.137526423,18.33
6/20/2018 16:00,450,0,0,0,120,0.26,1.45,20.5,0.69,95.61,0.137093273,18.54
6/20/2018 16:30,440,0,0,0,60,0.24,1.26,21.3,0.66,95.59,0.136225886,18.82
6/20/2018 17:00,458,0,0,0,136,0.28,1.17,21.9,0.63,95.56,0.135357046,19.08
6/20/2018 17:30,301,0,0,0,100,0.2,0.84,21.5,0.64,95.52,0.134268953,18.8
6/20/2018 18:00,227,0,0,0,354,0.16,0.54,21.4,0.65,95.5,0.134051062,18.59
6/20/2018 18:30,117,0,0,0,357,0.25,0.9,20.9,0.63,95.51,0.134051062,18.27
6/20/2018 19:00,37,0,0,0,353,0.39,1.34,19.7,0.65,95.51,0.133178586,17.18
6/20/2018 19:30,51,0,0,0,337,0.36,1.1,18.6,0.66,95.52,0.13186714,16.41
6/20/2018 20:00,26,0,0,0,347,0.29,0.81,17.8,0.69,95.52,0.130991017,15.96
6/20/2018 20:30,12,0,0,0,331,0.31,0.78,16.8,0.73,95.52,0.131210185,15.35
6/20/2018 21:00,2,0,0,0,315,0.38,0.72,15.8,0.78,95.52,0.129234386,14.87
6/20/2018 21:30,0,0,0,0,315,0.44,0.68,15.2,0.78,95.52,0.129014396,14.38
6/20/2018 22:00,0,0,0,0,307,0.43,0.71,14.4,0.79,95.54,0.129014396,13.96
6/20/2018 22:30,0,0,0,0,311,0.38,0.61,14.1,0.8,95.55,0.129014396,13.61
6/20/2018 23:00,0,0,0,0,309,0.4,0.58,13.4,0.83,95.54,0.129234386,13.37
6/20/2018 23:30,0,0,0,0,309,0.4,0.54,13.1,0.85,95.53,0.129234386,13.14
6/21/2018 0:00,0,0,0,0,307,0.44,0.61,13,0.84,95.52,0.129893809,12.88
6/21/2018 0:30,0,0,0,0,311,0.35,0.52,12.7,0.85,95.53,0.129234386,12.68
6/21/2018 1:00,0,0,0,0,310,0.52,0.69,12.3,0.87,95.52,0.129014396,12.49
6/21/2018 1:30,0,0,0,0,312,0.39,0.52,12.5,0.88,95.51,0.129454285,12.5
6/21/2018 2:00,0,0,0,0,311,0.38,0.49,12.6,0.89,95.49,0.129893809,12.65
6/21/2018 2:30,0,0,0,0,315,0.33,0.53,12.3,0.89,95.48,0.129893809,12.59
6/21/2018 3:00,0,0,0,0,308,0.35,0.53,12,0.86,95.47,0.129674093,12.23
6/21/2018 3:30,0,0,0,0,319,0.33,0.48,11.8,0.85,95.45,0.129674093,11.99
6/21/2018 4:00,0,0,0,0,317,0.24,0.51,11.3,0.87,95.46,0.129454285,11.8
6/21/2018 4:30,0,0,0,0,8,0.2,0.42,11.5,0.87,95.44,0.129234386,11.88
6/21/2018 5:00,0,0,0,0,343,0.17,0.31,11.7,0.89,95.45,0.129454285,12.3
6/21/2018 5:30,1,0,0,0,312,0.17,0.42,11.9,0.88,95.46,0.129674093,12.51
6/21/2018 6:00,8,0,0,0,311,0.19,0.44,11.5,0.89,95.48,0.130991017,12.17
6/21/2018 6:30,17,0,0,0,312,0.19,0.46,11.5,0.89,95.5,0.132085942,11.98
6/21/2018 7:00,28,0,0,0,326,0.23,0.65,11.9,0.89,95.53,0.132304653,12.19
6/21/2018 7:30,36,0,0,0,14,0.29,0.7,12.6,0.9,95.54,0.13186714,12.51
6/21/2018 8:00,45,0,0,0,29,0.35,0.9,13.5,0.89,95.56,0.133178586,12.94
6/21/2018 8:30,59,0,0,0,46,0.34,1.27,14.9,0.84,95.58,0.132085942,13.47
6/21/2018 9:00,90,0,0,0,57,0.41,1.11,16.1,0.82,95.61,0.132741802,14.04
6/21/2018 9:30,222,0,0,0,100,0.42,1.25,17.3,0.8,95.61,0.132085942,14.74
6/21/2018 10:00,560,0,0,0,119,0.44,1.41,18.8,0.78,95.59,0.130771758,15.83
6/21/2018 10:30,575,0,0,0,91,0.38,1.17,21.1,0.71,95.6,0.131648246,16.75
6/21/2018 11:00,641,0,0,0,65,0.37,1.24,22.3,0.66,95.62,0.130771758,17.56
6/21/2018 11:30,694,0,0,0,123,0.5,2.08,22.3,0.65,95.64,0.129234386,18.05
6/21/2018 12:00,806,0,0,0,116,0.52,1.5,22.8,0.63,95.64,0.128133517,18.66
6/21/2018 12:30,716,0,0,0,121,0.47,2.18,23.3,0.63,95.64,0.126588449,19.32
6/21/2018 13:00,728,0,0,0,134,0.47,1.83,23,0.64,95.64,0.125482074,19.52
6/21/2018 13:30,785,0,0,0,161,0.5,1.95,23.4,0.63,95.63,0.124373399,20.08
6/21/2018 14:00,851,0,0,0,348,0.4,1.19,23.9,0.62,95.62,0.123262421,20.09
6/21/2018 14:30,828,0,0,0,341,0.35,1.34,24.4,0.6,95.61,0.122149137,20.17
6/21/2018 15:00,655,0,0,0,352,0.34,1.34,24.2,0.6,95.62,0.121256846,20.11
6/21/2018 15:30,686,0,0,0,347,0.33,1.17,24.1,0.57,95.63,0.120363077,20.23
6/21/2018 16:00,711,0,0,0,344,0.34,1.05,24,0.56,95.64,0.119243781,20.28
6/21/2018 16:30,698,0,0,0,337,0.3,1.07,24,0.54,95.64,0.118795414,20.59
6/21/2018 17:00,588,0,0,0,318,0.23,1.11,23.7,0.48,95.64,0.117672872,20.33
6/21/2018 17:30,574,0,0,0,303,0.18,0.62,23.6,0.37,95.64,0.116548008,19.46
6/21/2018 18:00,267,0,0,0,294,0.19,0.67,22.7,0.36,95.65,0.114969291,17.07
6/21/2018 18:30,53,0,0,0,299,0.21,1.06,20.6,0.44,95.68,0.114291301,15.6
6/21/2018 19:00,33,0,0,0,300,0.17,0.79,18.9,0.5,95.68,0.114065117,15.17
6/21/2018 19:30,30,0,0,0,295,0.17,0.69,17.6,0.54,95.69,0.114065117,14.63
6/21/2018 20:00,16,0,0,0,290,0.16,0.55,16.6,0.57,95.71,0.114065117,14.19
6/21/2018 20:30,9,0,0,0,268,0.14,0.33,15.5,0.62,95.74,0.114065117,13.75
6/21/2018 21:00,2,0,0,0,305,0.17,0.41,14.5,0.65,95.77,0.114065117,13.25
6/21/2018 21:30,0,0,0,0,275,0.19,0.34,13.7,0.69,95.81,0.11383884,12.77
6/21/2018 22:00,0,0,0,0,271,0.19,0.5,12.9,0.72,95.86,0.11383884,12.44
6/21/2018 22:30,0,0,0,0,290,0.2,0.4,12.3,0.74,95.9,0.11383884,12.16
6/21/2018 23:00,0,0,0,0,300,0.28,0.57,11.8,0.75,95.9,0.114065117,11.89
6/21/2018 23:30,0,0,0,0,300,0.28,0.55,11.3,0.77,95.9,0.114065117,11.64
6/22/2018 0:00,0,0,0,0,293,0.23,0.57,11,0.78,95.93,0.114291301,11.37
6/22/2018 0:30,0,0,0,0,284,0.18,0.35,10.5,0.8,95.94,0.114291301,11.15
6/22/2018 1:00,0,0,0,0,286,0.27,0.55,10.1,0.81,95.93,0.114291301,11.01
6/22/2018 1:30,0,0,0,0,292,0.35,0.6,9.6,0.83,95.92,0.114291301,10.89
6/22/2018 2:00,0,0,0,0,312,0.4,0.96,9.2,0.83,95.94,0.114517391,10.7
6/22/2018 2:30,0,0,0,0,325,0.37,0.87,9.1,0.83,95.96,0.114743388,10.49
6/22/2018 3:00,0,0,0,0,333,0.41,0.68,9,0.84,95.97,0.114743388,10.34
6/22/2018 3:30,0,0,0,0,325,0.37,0.71,8.8,0.85,95.97,0.114969291,10.18
6/22/2018 4:00,0,0,0,0,350,0.3,0.66,8.8,0.85,95.96,0.115420819,9.99
6/22/2018 4:30,0,0,0,0,353,0.3,0.58,8.9,0.85,95.97,0.115646443,9.87
6/22/2018 5:00,0,0,0,0,324,0.36,0.73,8.4,0.86,95.99,0.115871974,9.79
6/22/2018 5:30,2,0,0,0,320,0.34,0.66,8,0.86,95.99,0.115871974,9.67
6/22/2018 6:00,12,0,0,0,329,0.31,0.85,7.9,0.85,96,0.116097412,9.61
6/22/2018 6:30,20,0,0,0,334,0.25,0.63,8.2,0.85,96.02,0.116097412,9.66
6/22/2018 7:00,23,0,0,0,5,0.31,0.7,8.7,0.84,96.05,0.116322757,9.82
6/22/2018 7:30,36,0,0,0,7,0.33,0.82,9.3,0.81,96.07,0.116322757,10
6/22/2018 8:00,48,0,0,0,18,0.31,0.98,10.4,0.79,96.08,0.116773167,10.4
6/22/2018 8:30,60,0,0,0,28,0.37,1.28,11.7,0.74,96.1,0.117223206,11.04
6/22/2018 9:00,113,0,0,0,44,0.29,0.92,13,0.72,96.12,0.117672872,11.79
6/22/2018 9:30,266,0,0,0,74,0.32,1.31,14.9,0.69,96.11,0.117672872,12.82
6/22/2018 10:00,514,0,0,0,93,0.29,0.94,16.9,0.69,96.08,0.117672872,14.32
6/22/2018 10:30,436,0,0,0,74,0.29,1.42,17.8,0.67,96.09,0.117672872,15.25
6/22/2018 11:00,561,0,0,0,77,0.32,0.93,19.2,0.67,96.09,0.117448085,16.1
6/22/2018 11:30,576,0,0,0,87,0.38,1.64,19.9,0.65,96.1,0.116773167,16.66
6/22/2018 12:00,499,0,0,0,75,0.35,1.64,20.4,0.66,96.1,0.116097412,17.03
6/22/2018 12:30,797,0,0,0,99,0.42,1.26,21.9,0.63,96.07,0.115871974,17.81
6/22/2018 13:00,979,0,0,0,100,0.47,1.6,24.2,0.58,96.06,0.115420819,19.43
6/22/2018 13:30,768,0,0,0,103,0.5,2.17,24,0.58,96.04,0.114291301,19.6
6/22/2018 14:00,820,0,0,0,92,0.41,1.3,24.6,0.6,96.03,0.11361247,19.84
6/22/2018 14:30,902,0,0,0,106,0.48,1.14,25.7,0.58,96,0.11315945,20.4
6/22/2018 15:00,800,0,0,0,88,0.49,1.71,26.1,0.57,95.99,0.112252289,20.9
6/22/2018 15:30,484,0,0,0,83,0.41,1.33,25.4,0.59,95.99,0.111343631,20.65
6/22/2018 16:00,593,0,0,0,29,0.52,3.2,24.8,0.6,95.97,0.110661155,20.45
6/22/2018 16:30,454,0,0,0,55,0.43,2.4,24.9,0.6,95.94,0.110433475,20.81
6/22/2018 17:00,343,0,0,0,66,0.39,1.58,23.8,0.64,95.94,0.109749875,20.11
6/22/2018 17:30,268,0,0,0,93,0.39,2.14,23.2,0.65,95.93,0.109293672,20.1
6/22/2018 18:00,206,0,0,0,71,0.4,2.03,22.5,0.68,95.94,0.108837094,19.66
6/22/2018 18:30,154,0,0,0,58,0.3,2.01,22,0.68,95.93,0.10838014,19.16
6/22/2018 19:00,96,0,0,0,59,0.26,1.62,21.5,0.69,95.95,0.108151522,18.79
6/22/2018 19:30,65,0,0,0,25,0.28,1.61,20.8,0.69,95.97,0.107694005,18.33
6/22/2018 20:00,29,0,0,0,355,0.28,1.09,19.7,0.69,95.95,0.107236111,17.43
6/22/2018 20:30,16,0,0,0,331,0.26,1.06,18.8,0.7,95.95,0.106777841,16.52
6/22/2018 21:00,1,0,0,0,347,0.22,0.94,18.3,0.72,95.95,0.106777841,16
6/22/2018 21:30,0,0,0,0,353,0.21,0.8,18.1,0.73,95.96,0.106777841,15.95
6/22/2018 22:00,0,0,0,0,345,0.13,0.39,17.9,0.74,96.01,0.106777841,15.99
6/22/2018 22:30,0,0,0,0,8,0.12,0.48,17.7,0.76,96.05,0.107007023,15.92
6/22/2018 23:00,0,0.221,0,0,8,0.13,0.55,17.5,0.78,96.04,0.107007023,15.88
6/22/2018 23:30,0,0.051,0,0,27,0.21,1.03,16.6,0.87,96.03,0.120363077,15.89
6/23/2018 0:00,0,0,0,0,32,0.25,0.87,16.3,0.89,96,0.119467825,15.81
6/23/2018 0:30,0,0,0,0,57,0.24,0.45,16.1,0.91,96,0.118346676,15.79
6/23/2018 1:00,0,0,0,0,52,0.29,0.89,15.9,0.91,95.99,0.117897566,15.75
6/23/2018 1:30,0,0,0,0,25,0.23,0.85,15.5,0.88,95.96,0.117672872,15.59
6/23/2018 2:00,0,0.068,0,0,13,0.25,0.73,15,0.88,95.92,0.117448085,15.34
6/23/2018 2:30,0,0,0,0,25,0.3,1.03,15.1,0.85,95.88,0.117448085,15.16
6/23/2018 3:00,0,0,0,0,14,0.23,0.97,15.2,0.83,95.84,0.117448085,15.09
6/23/2018 3:30,0,0,0,0,34,0.29,1.43,15.3,0.81,95.83,0.117223206,15.07
6/23/2018 4:00,0,0,0,0,19,0.25,0.91,15.2,0.8,95.82,0.117223206,14.95
6/23/2018 4:30,0,0,0,0,13,0.22,0.61,15.1,0.79,95.83,0.116998233,14.83
6/23/2018 5:00,0,0,0,0,45,0.25,0.74,15.1,0.81,95.8,0.117223206,14.86
6/23/2018 5:30,0,0,0,0,84,0.27,1,15,0.83,95.79,0.117223206,14.92
6/23/2018 6:00,2,0.017,0,0,76,0.27,1.13,14.8,0.86,95.76,0.117223206,14.97
6/23/2018 6:30,9,0,0,0,57,0.26,0.9,14.9,0.87,95.75,0.117223206,15.02
6/23/2018 7:00,14,0,0,0,56,0.26,0.87,14.8,0.89,95.76,0.117223206,15.08
6/23/2018 7:30,46,0.017,0,0,79,0.26,0.8,14.6,0.91,95.74,0.117223206,15.11
6/23/2018 8:00,68,0,0,0,88,0.34,1.07,14.8,0.9,95.73,0.117448085,15.26
6/23/2018 8:30,52,0.068,0,0,90,0.3,0.89,14.6,0.91,95.74,0.117223206,15.21
6/23/2018 9:00,103,0.221,0,0,97,0.28,0.85,14.4,0.93,95.71,0.117448085,15.21
6/23/2018 9:30,106,0.34,0,0,92,0.32,1.02,14.4,0.96,95.69,0.123262421,15.33
6/23/2018 10:00,134,0.238,0,0,98,0.33,0.79,14.3,0.97,95.68,0.152039312,15.4
6/23/2018 10:30,33,1.668,0,0,90,0.28,0.87,14.3,0.95,95.67,0.184778135,15.21
6/23/2018 11:00,78,2.838,0,0,102,0.33,0.82,13.9,0.96,95.63,0.252376225,14.81
6/23/2018 11:30,262,0.289,0,0,94,0.52,1.63,14.4,1,95.61,0.252209552,15.39
6/23/2018 12:00,248,0,0,0,89,0.56,2.43,14.9,0.99,95.59,0.232008119,16.04
6/23/2018 12:30,223,0,0,0,98,0.51,1.81,15.2,1,95.58,0.222942853,16.26
6/23/2018 13:00,345,0,0,0,96,0.55,1.83,15.4,1,95.55,0.216419662,16.49
6/23/2018 13:30,318,0,0,0,101,0.55,2.49,15.6,1,95.52,0.211828469,16.68
6/23/2018 14:00,323,0,0,0,90,0.51,1.92,16,1,95.49,0.208305325,16.81
6/23/2018 14:30,299,0,0,0,82,0.5,2.23,16.3,0.98,95.46,0.205503125,16.96
6/23/2018 15:00,235,0,0,0,94,0.4,1.07,16.7,0.97,95.44,0.202871118,16.93
6/23/2018 15:30,244,0,0,0,78,0.4,1.17,17.1,0.97,95.43,0.200602286,17
6/23/2018 16:00,176,0,0,0,84,0.34,0.91,17.3,0.95,95.42,0.198512081,16.93
6/23/2018 16:30,162,0,0,0,78,0.34,0.79,17.3,0.95,95.42,0.196794461,16.81
6/23/2018 17:00,219,0,0,0,76,0.39,1.45,17.6,0.96,95.4,0.195070112,17.03
6/23/2018 17:30,96,0,0,0,75,0.27,1.06,17.9,0.92,95.39,0.193724288,16.9
6/23/2018 18:00,103,0,0,0,83,0.25,0.54,17.8,0.93,95.37,0.192374374,16.8
6/23/2018 18:30,82,0,0,0,72,0.24,0.51,18,0.93,95.35,0.19140764,16.78
6/23/2018 19:00,61,0,0,0,57,0.29,0.62,18,0.93,95.33,0.190438812,16.76
6/23/2018 19:30,75,0,0,0,67,0.27,0.67,17.9,0.94,95.33,0.189856508,16.8
6/23/2018 20:00,43,0,0,0,60,0.3,0.95,17.9,0.94,95.34,0.188884321,16.78
6/23/2018 20:30,13,0,0,0,48,0.21,0.59,17.6,0.93,95.35,0.1883,16.61
6/23/2018 21:00,1,0,0,0,46,0.24,0.63,17.3,0.94,95.36,0.187324447,16.41
6/23/2018 21:30,0,0,0,0,50,0.27,0.48,17.1,0.95,95.38,0.186933636,16.3
6/23/2018 22:00,0,0,0,0,54,0.22,0.51,17,0.95,95.4,0.186346786,16.23
6/23/2018 22:30,0,0,0,0,53,0.3,0.83,16.8,0.96,95.4,0.185563137,16.13
6/23/2018 23:00,0,0,0,0,40,0.31,1.16,16.4,0.96,95.38,0.185170805,15.58
6/23/2018 23:30,0,0,0,0,35,0.36,1.22,16.3,0.95,95.37,0.184385126,15.21
6/24/2018 0:00,0,0,0,0,48,0.45,1.52,16.4,0.95,95.37,0.183794977,15.17
6/24/2018 0:30,0,0,0,0,39,0.61,2.36,17,0.94,95.38,0.183598091,15.32
6/24/2018 1:00,0,0,0,0,37,0.72,2.76,17.5,0.94,95.38,0.183598091,15.79
