STATION,STATION_NAME,DATE,HPCP
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071205 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071205 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071205 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071205 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071205 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071205 22:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071205 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 04:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 07:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071206 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071207 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071207 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071208 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 19:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 20:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071209 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071210 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071210 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071210 02:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071210 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071210 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071210 05:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071210 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071210 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071210 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071211 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071211 16:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071211 17:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071211 18:00,1.78
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071211 19:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071211 20:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071211 21:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071211 22:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071211 23:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 00:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 01:00,1.78
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 02:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 03:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 04:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 05:00,2.03
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 06:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 07:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 08:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071212 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 11:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 12:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 13:00,1.78
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 14:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 15:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 16:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 17:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 18:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071213 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 01:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071214 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071215 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071215 23:00,2.29
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 00:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 01:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 02:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 03:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 04:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 05:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 06:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 07:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 08:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 11:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 12:00,4.32
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 13:00,2.03
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 14:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 15:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 16:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 17:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 18:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 19:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071216 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 02:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 20:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 21:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 22:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071217 23:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071218 00:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071218 01:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071218 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071218 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071218 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071218 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071218 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071218 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071219 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 02:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 04:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071220 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 16:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 17:00,2.54
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 18:00,13.21
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 19:00,1.78
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 20:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071223 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 15:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 16:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071224 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071225 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071225 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071225 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071227 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071227 10:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071227 11:00,2.29
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071227 12:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071227 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071227 14:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071227 15:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071227 16:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071228 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071228 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071228 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071228 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071228 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071228 22:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071229 00:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071229 01:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071229 02:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071229 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071229 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071229 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071229 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071230 22:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071230 23:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 00:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 01:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 02:00,2.79
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 03:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 04:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 05:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 06:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20071231 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 08:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 13:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 15:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 17:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 19:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 20:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080101 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20080102 14:00,0.00
